Consultant,Client,Engagement,Position,TaskGroup,ReportDate,TaskDescription,BillableHours,NonBillableHours,BillingRate,Hours Bill,FirmSharePercent,Total Pay,Description_Time
,,,,,5/3/2017,"Assess Future ""What if"" Value",2.5,,$190.00 ,$475.00 ,26.32,$349.98 ,Financial Modeling: Accounting meeting and Matt meeting on fund 2 and bridge loan
,,,,,3/15/2017,"Assess Future ""What if"" Value",5,,$190.00 ,$950.00 ,26.32,$699.96 ,"Capital deployment model with Matt and Ben	Cash Flow Analysis"
,,,,,3/31/2017,Other,2,,$190.00 ,$380.00 ,26.32,$279.98 ,Cash Flow Analysis-Model reviews in prep for Tuesday meeting.
,,,,Goals and Planning Assessment Total,,,37.75,,,"$7,172.50 ",,"$5,284.70 ",
,,,,Monthly End Close,,,,,,,,,
,,,,,5/17/2017,Monthly Close Summit,2.5,,$190.00 ,$475.00 ,26.32,$349.98 ,QB: Month-end Review: Review of cash and april results
,,,,,3/8/2017,Monthly Close Summit,0.5,,$190.00 ,$95.00 ,26.32,$70.00 ,"Ben time on YE close	QB: Year End Review"
,,,,,3/8/2017,Controller Review,3.75,,$190.00 ,$712.50 ,26.32,$524.97 ,"2016 YE Golf drive 2014	QB: Year End Review"
,,,,,3/8/2017,Controller Review,6,,$190.00 ,"$1,140.00 ",26.32,$839.95 ,"YE review nv and Matt time. 	QB: Year End Review"
,,,,,3/20/2017,Controller Review,4.75,,$190.00 ,$902.50 ,26.32,$664.96 ,QB: Year End Review-BBH YE review
,,,,Monthly End Close Total,,,17.5,,,"$3,325.00 ",,"$2,449.86 ",
,,,,Planning & Projections,,,,,,,,,
,,,,,3/30/2017,Other,2,,$190.00 ,$380.00 ,26.32,$279.98 ,Cash Flow Analysis-Models for bcp
,,,,,3/31/2017,Other,1,,$190.00 ,$190.00 ,26.32,$139.99 ,Cash Flow Analysis-Model review
,,,,Planning & Projections Total,,,3,,,$570.00 ,,$419.98 ,
,,,,System Improvement,,,,,,,,,
,,,,,3/2/2017,System Implementation & Training,1,,$190.00 ,$190.00 ,26.32,$139.99 ,Accounting review of cost codes and accounting to do list for Ben.
,,,,System Improvement Total,,,1,,,$190.00 ,,$139.99 ,
,,,CFO_Lead Total,,,,86.25,,,"$16,387.50 ",,"$12,074.31 ",
,,Booth CFO Total,,,,,86.25,,,"$16,387.50 ",,"$12,074.31 ",
,Booth Brothers Capital Total,,,,,,86.25,,,"$16,387.50 ",,"$12,074.31 ",
,Concentre',,,,,,,,,,,,
,,Concentre' CFO,,,,,,,,,,,
,,,CFO_Lead,,,,,,,,,,
,,,,Banking & Leasing,,,,,,,,,
,,,,,4/28/2017,Covenant Review and Reporting,2,,$200.00 ,$400.00 ,25,$300.00 ,Bank Meeting: Financial Review: Tsb meeting
,,,,,3/23/2017,Covenant Review and Reporting,1.25,,$200.00 ,$250.00 ,25,$187.50 ,Bank Meeting: Financial Review-Tsb prep of financial review
,,,,,3/23/2017,Covenant Review and Reporting,3,,$200.00 ,$600.00 ,25,$450.00 ,Bank Meeting: Financial Review-Tsb prep and meeting
,,,,Banking & Leasing Total,,,6.25,,,"$1,250.00 ",,$937.50 ,
,,,,Client Meetings,,,,,,,,,
,,,,,4/17/2017,Other,2,,$200.00 ,$400.00 ,25,$300.00 ,All Hands Meeting: All Hands Meeting
,,,,,4/21/2017,CEO,1.75,,$200.00 ,$350.00 ,25,$262.50 ,Kevin Time: Prep for Kevin's  meeting  today
,,,,,4/21/2017,CEO,2,,$200.00 ,$400.00 ,25,$300.00 ,"Kevin Time: KB meeting 2,"
,,,,,4/24/2017,Executive Team,2,,$200.00 ,$400.00 ,25,$300.00 ,Shannon Time: Shannon time
,,,,,4/27/2017,CEO,1.5,,$200.00 ,$300.00 ,25,$225.00 ,Kevin Time: Kevin time
,,,,,4/28/2017,Other,3,,$200.00 ,$600.00 ,25,$450.00 ,"All Hands Meeting: all hands, prep for all Hands"
,,,,,5/2/2017,Other,1.25,,$200.00 ,$250.00 ,25,$187.50 ,Mentoring: Mentoring John Kurth breakfast
,,,,,5/11/2017,CEO,0.75,,$200.00 ,$150.00 ,25,$112.50 ,Kevin Time: Kevin time
,,,,,5/31/2017,CEO,0.75,,$200.00 ,$150.00 ,25,$112.50 ,Kevin Time: Kevin time.
,,,,,6/1/2017,Other,2,,$200.00 ,$400.00 ,25,$300.00 ,Mentoring: John mentor meeting. Reviewed the CI results.
,,,,,6/7/2017,Other,1.75,,$200.00 ,$350.00 ,25,$262.50 ,Mentoring: John Kurth mentoring
,,,,,6/13/2017,CEO,1.25,,$200.00 ,$250.00 ,25,$187.50 ,Kevin Time: Kevin time: catch up time Various Issues
,,,,,6/14/2017,Other,1.75,,$200.00 ,$350.00 ,25,$262.50 ,Payroll System: Review of payroll paylocity agreement related to E-Verify
,,,,,6/16/2017,Other,2,,$200.00 ,$400.00 ,25,$300.00 ,All Hands Meeting: All hands
,,,,,6/20/2017,Other,2.75,,$200.00 ,$550.00 ,25,$412.50 ,Mentoring: Mentoring with John: CI with his team
,,,,,6/27/2017,CEO,1.75,,$200.00 ,$350.00 ,25,$262.50 ,Forecast Q3: Kb meeting on revenue
,,,,,6/28/2017,Other,1.75,,$200.00 ,$350.00 ,25,$262.50 ,HR: Employee Review: Employee review and John discussions
,,,,,6/29/2017,Other,2,,$200.00 ,$400.00 ,25,$300.00 ,All Hands Meeting: Fireside chat
,,,,,7/10/2017,Executive Team,1.75,,$200.00 ,$350.00 ,25,$262.50 ,EOS: L10 LT: Leadership team meeting without steve and follow up work.
,,,,,7/11/2017,Executive Team,0.75,,$200.00 ,$150.00 ,25,$112.50 ,EOS: L10 Extended LT: Extended LT meeting cc for planning.
,,,,,7/14/2017,Other,2,,$200.00 ,$400.00 ,25,$300.00 ,All Hands Meeting: All Hands
,,,,,7/16/2017,CEO,1.5,,$200.00 ,$300.00 ,25,$225.00 ,CEO Meeting: Kevin Time discuss Aug to Dec Hours and Projects
,,,,,8/9/2017,CEO,1,,$200.00 ,$200.00 ,25,$150.00 ,CEO Meeting: Kevin call and prep
,,,,,8/16/2017,CEO,0.75,,$200.00 ,$150.00 ,25,$112.50 ,CEO Meeting : FLP for mark Hess
,,,,,8/22/2017,CEO,0.5,,$200.00 ,$100.00 ,25,$75.00 ,CEO Meeting : Kevin time.
,,,,,9/7/2017,CEO,1,,$200.00 ,$200.00 ,25,$150.00 ,"Kevin Time: Kevin talk: Dennis recruit, LT agenda, RD&F discussions"
,,,,,9/8/2017,Executive Team,2.25,,$200.00 ,$450.00 ,25,$337.50 ,Team Meeting: Leadership team
,,,,,9/15/2017,Executive Team,2,,$200.00 ,$400.00 ,25,$300.00 ,Leadership Meeting: All Hands and CI review with mandi.
,,,,,9/15/2017,Executive Team,3.25,,$200.00 ,$650.00 ,25,$487.50 ,Leadership Meeting: LT team meeting
,,,,,3/6/2017,CEO,0.5,,$200.00 ,$100.00 ,25,$75.00 ,Kevin time
,,,,,3/8/2017,Other,2,,$200.00 ,$400.00 ,25,$300.00 ,All Hands Meeting
,,,,,3/9/2017,CEO,0.5,,$200.00 ,$100.00 ,25,$75.00 ,"Kevin time 	HR: Insurance Review"
,,,,,3/14/2017,Executive Team,1.5,,$200.00 ,$300.00 ,25,$225.00 ,"Steve time 	Kevin Time"
,,,,,3/29/2017,Other,1.75,,$200.00 ,$350.00 ,25,$262.50 ,All Hands Meeting-All Hands Meeting
,,,,,3/30/2017,CEO,0.75,,$200.00 ,$150.00 ,25,$112.50 ,Kevin Time-Planning and emails to Kevin regarding open items before he goes on his trip.
,,,,,3/30/2017,CEO,1,,$200.00 ,$200.00 ,25,$150.00 ,Kevin Time-Kevin time address cash flow for Bonfield family
,,,,,3/31/2017,Executive Team,0.5,,$200.00 ,$100.00 ,25,$75.00 ,Shannon Time-Shannon time
,,,,,3/31/2017,CEO,0.5,,$200.00 ,$100.00 ,25,$75.00 ,Kevin Time-Kevin time
,,,,Client Meetings Total,,,57.75,,,"$11,550.00 ",,"$8,662.50 ",
,,,,Corporate Structure,,,,,,,,,
,,,,,7/4/2017,Compensation Work,1.25,,$200.00 ,$250.00 ,25,$187.50 ,HR: Employee Review: Severance review of cost for 5
,,,,,7/5/2017,Compensation Work,2.75,,$200.00 ,$550.00 ,25,$412.50 ,HR: Employee Review: Mid year reviews
,,,,,7/7/2017,Compensation Work,1.5,,$200.00 ,$300.00 ,25,$225.00 ,HR: Employee Review: Pay raises review
,,,,,7/9/2017,Compensation Work,1.75,,$200.00 ,$350.00 ,25,$262.50 ,HR: Employee Review: Bonus and severance review and report to Kevin Bonfield.
,,,,,7/13/2017,Compensation Work,2.75,,$200.00 ,$550.00 ,25,$412.50 ,HR: Employee Review: Separation agreement
,,,,,7/13/2017,Compensation Work,2.25,,$200.00 ,$450.00 ,25,$337.50 ,HR: Employee Review: Review of separation agreement.
,,,,,7/17/2017,Compensation Work,1,,$200.00 ,$200.00 ,25,$150.00 ,Review of Documents: Term agreements for SH and Lawrence.
,,,,,7/18/2017,Tax Planning/Review,1.25,,$200.00 ,$250.00 ,25,$187.50 ,Acct: Tax Planning/Work: Shiela call on California taxes
,,,,,7/18/2017,Compensation Work,0.5,,$200.00 ,$100.00 ,25,$75.00 ,HR: Employee Review: Ashley talk on new role
,,,,,7/18/2017,Compensation Work,1.75,,$200.00 ,$350.00 ,25,$262.50 ,Payroll System: Paylocity issues and conference call to address
,,,,,7/20/2017,Compensation Work,1,,$200.00 ,$200.00 ,25,$150.00 ,Payroll System: Paylocity planning and KC follow up
,,,,,7/24/2017,Compensation Work,1,,$200.00 ,$200.00 ,25,$150.00 ,HR: Employee Review: Separation agreements doe SH
,,,,,7/26/2017,Compensation Work,0.5,,$200.00 ,$100.00 ,25,$75.00 ,HR: Employee Review: Review bonus letters to the approved numbers
,,,,,8/9/2017,Compensation Work,0.75,,$200.00 ,$150.00 ,25,$112.50 ,HR: Employee Review: Cc with Leslie and ashley about Nafees and Shannon PTO
,,,,,8/15/2017,Compensation Work,1,,$200.00 ,$200.00 ,25,$150.00 ,HR: Employee Review: Shannon ST disability issues
,,,,,8/18/2017,Compensation Work,2,,$200.00 ,$400.00 ,25,$300.00 ,HR: Shannon st disability
,,,,,8/21/2017,Compensation Work,1,,$200.00 ,$200.00 ,25,$150.00 ,"HR: SS ST disability discussions, RD&F bill review with Mindy,"
,,,,,9/13/2017,Compensation Work,0.5,,$200.00 ,$100.00 ,25,$75.00 ,HR: Employee Review: Seperation letter for EW. Edits from KC.
,,,,,9/15/2017,Compensation Work,1,,$200.00 ,$200.00 ,25,$150.00 ,HR: Employee Review: Letter to steve Hulme regarding performance bonus.
,,,,,9/15/2017,Compensation Work,1,,$200.00 ,$200.00 ,25,$150.00 ,HR: CI C-Job Work: CI reviews of c-job results
,,,,,9/19/2017,Compensation Work,1,,$200.00 ,$200.00 ,25,$150.00 ,HR: Benefits Review: Research and reply on IC coverage of insurance.
,,,,,10/3/2017,Tax Planning/Review,2,,$200.00 ,$400.00 ,25,$300.00 ,Acct: Tax Planning/Work: Tax call with Sheila and Anthony and Leslie on tax projections
,,,,,10/3/2017,Compensation Work,0.25,,$200.00 ,$50.00 ,25,$37.50 ,HR: Employee Review: Senior LT call: Shannon and recruit
,,,,,10/3/2017,Compensation Work,0.25,,$200.00 ,$50.00 ,25,$37.50 ,HR: Employee Review: Talked to ashley about Shannon items
,,,,,10/4/2017,Compensation Work,2.25,,$200.00 ,$450.00 ,25,$337.50 ,HR: Employee Review: Shannon separation processes.
,,,,,10/5/2017,Other,0.25,,$200.00 ,$50.00 ,25,$37.50 ,EOS: Core Process Definition: Review onboard process for independent contractors
,,,,,3/1/2017,Compensation Work,3.25,,$200.00 ,$650.00 ,25,$487.50 ,"Pto analysis. 	HR: PTO Review"
,,,,,3/2/2017,Compensation Work,5,,$200.00 ,"$1,000.00 ",25,$750.00 ,"PTO research 	HR: PTO Review"
,,,,,3/5/2017,Compensation Work,4.5,,$200.00 ,$900.00 ,25,$675.00 ,"Pro doc prep for LT discussions 	HR: PTO Review
Discussions with Kevin in pto, revised memo with grant/purchase analysis. 	HR: PTO Review"
,,,,,3/7/2017,Compensation Work,1,,$200.00 ,$200.00 ,25,$150.00 ,"Insurance renewal review with Shannon 	HR: Insurance Review"
,,,,,3/7/2017,Compensation Work,1.5,,$200.00 ,$300.00 ,25,$225.00 ,"Pto response to Steve's email. 	HR: PTO Review"
,,,,,3/8/2017,Compensation Work,1,,$200.00 ,$200.00 ,25,$150.00 ,"PTO prep of slides for All Hands Meeting	HR: PTO Review"
,,,,,3/9/2017,Compensation Work,1,,$200.00 ,$200.00 ,25,$150.00 ,"Shannon on insurance renewals	HR: Insurance Review"
,,,,,3/24/2017,Compensation Work,1,,$200.00 ,$200.00 ,25,$150.00 ,HR: Insurance Review-Insurance benefits review and decision
,,,,,3/29/2017,Compensation Work,2.25,,$200.00 ,$450.00 ,25,$337.50 ,HR: Insurance Review-Insurance renewal presentation slides review and changes.
,,,,Corporate Structure Total,,,53,,,"$10,600.00 ",,"$7,950.00 ",
,,,,Culture Index,,,,,,,,,
,,,,,6/20/2017,Meeting with Management: Strengths & Weaknesses,1,,$200.00 ,$200.00 ,25,$150.00 ,HR: Employee Review: Review input for ashley and Leslie
,,,,Culture Index Total,,,1,,,$200.00 ,,$150.00 ,
,,,,Dashboards,,,,,,,,,
,,,,,5/2/2017,Custom Desgin and Implement,2.25,,$200.00 ,$450.00 ,25,$337.50 ,iDB Charts draft for Burt: IDB designs and prep for april numbers
,,,,,5/6/2017,Custom Desgin and Implement,4,,$200.00 ,$800.00 ,25,$600.00 ,iDB: Redesign work: IDB designs and prep for april numbers
,,,,,5/10/2017,Custom Desgin and Implement,4.25,,$200.00 ,$850.00 ,25,$637.50 ,iDB: Redesign work: IDB designs and prep for April numbers
,,,,,5/15/2017,Custom Desgin and Implement,1.25,,$200.00 ,$250.00 ,25,$187.50 ,iDB: Redesign work: Review of dashboards for april email sent to diego
,,,,,5/16/2017,Custom Desgin and Implement,4.75,,$200.00 ,$950.00 ,25,$712.50 ,iDB: Redesign work: Review of dashboards and being v2
,,,,,5/17/2017,Custom Desgin and Implement,1,,$200.00 ,$200.00 ,25,$150.00 ,iDB: Redesign work: Dashboards review
,,,,,5/19/2017,Custom Desgin and Implement,2,,$200.00 ,$400.00 ,25,$300.00 ,iDB: Redesign work: Review of dashboards and reworking toward v2
,,,,,5/23/2017,Custom Desgin and Implement,3,,$200.00 ,$600.00 ,25,$450.00 ,iDB: Redesign work: Financial review with changes and updating PlanGuru
,,,,,5/24/2017,Custom Desgin and Implement,3.25,,$200.00 ,$650.00 ,25,$487.50 ,iDB: Redesign work: V2 dashboard design
,,,,,5/25/2017,Custom Desgin and Implement,3,,$200.00 ,$600.00 ,25,$450.00 ,iDB: Redesign work: V2 Dashboards rework
,,,,,6/12/2017,Monthly Down/Up Load Refresh & Proofing data,2,,$200.00 ,$400.00 ,25,$300.00 ,Diagnostics: Diagnostics prep for iDB.
,,,,,6/14/2017,Custom Desgin and Implement,6,,$200.00 ,"$1,200.00 ",25,$900.00 ,QB: Dashboards Maintenace: IDB SGR calculation and dashboard configuration for CEO vantage
,,,,,6/19/2017,Custom Desgin and Implement,5.25,,$200.00 ,"$1,050.00 ",25,$787.50 ,iDB: Redesign work: Dashboards prep for CEO design
,,,,,7/17/2017,Custom Desgin and Implement,4,,$200.00 ,$800.00 ,25,$600.00 ,Diagnostics: Dashboard projections.
,,,,,3/11/2017,Monthly Down/Up Load Refresh & Proofing data,4,,$200.00 ,$800.00 ,25,$600.00 ,"Diagnostics for March	Diagnostics"
,,,,,3/16/2017,Monthly Down/Up Load Refresh & Proofing data,2.5,,$200.00 ,$500.00 ,25,$375.00 ,Diagnostics-Diagnostics March
,,,,,3/17/2017,Monthly Down/Up Load Refresh & Proofing data,1.5,,$200.00 ,$300.00 ,25,$225.00 ,Diagnostics-Diagnostics Review for March
,,,,,3/20/2017,Custom Desgin and Implement,2.75,,$200.00 ,$550.00 ,25,$412.50 ,QB: Dashboards Maintenace-Documentation of financial results for L10 meeting
,,,,Dashboards Total,,,56.75,,,"$11,350.00 ",,"$8,512.50 ",
,,,,EOS - Traction,,,,,,,,,
,,,,,4/7/2017,L10 Meetings,2.5,,$200.00 ,$500.00 ,25,$375.00 ,EOS: L10 LT: LT L10
,,,,,4/10/2017,Wokring on Quarterly Rocks,0.5,,$200.00 ,$100.00 ,25,$75.00 ,EOS: Core Process Definition: Gantt chart updates for LT
,,,,,4/15/2017,Wokring on Quarterly Rocks,4,,$200.00 ,$800.00 ,25,$600.00 ,EOS: Core Process Definition: Gant chart work and budget work Q2 plan
,,,,,4/12/2017,L10 Meetings,2,,$200.00 ,$400.00 ,25,$300.00 ,EOS: L10 F&A: F&A L10 meeting
,,,,,4/18/2017,L10 Meetings,2,,$200.00 ,$400.00 ,25,$300.00 ,EOS: L10 Accounting Team: F&A L10
,,,,,4/19/2017,Wokring on Quarterly Rocks,2,,$200.00 ,$400.00 ,25,$300.00 ,EOS: Rocks Work: Process flow planning and template design with John Kurth
,,,,,4/21/2017,L10 Meetings,2,,$200.00 ,$400.00 ,25,$300.00 ,"EOS: L10 LT: L10 2,"
,,,,,4/24/2017,L10 Meetings,2,,$200.00 ,$400.00 ,25,$300.00 ,EOS: L10 LT: Board prep
,,,,,4/24/2017,Wokring on Quarterly Rocks,2.25,,$200.00 ,$450.00 ,25,$337.50 ,"EOS: Rocks Work: Rocks review, Gantt chart update, F&A issues follow up"
,,,,,4/28/2017,L10 Meetings,2,,$200.00 ,$400.00 ,25,$300.00 ,"EOS: L10 LT: L10,"
,,,,,5/2/2017,Wokring on Quarterly Rocks,1,,$200.00 ,$200.00 ,25,$150.00 ,EOS: Rocks Work: Core processes documentation and review
,,,,,5/2/2017,Wokring on Quarterly Rocks,1,,$200.00 ,$200.00 ,25,$150.00 ,EOS: Rocks Work: Updates 5.2 invoicing from group comments.
,,,,,5/2/2017,Wokring on Quarterly Rocks,1,,$200.00 ,$200.00 ,25,$150.00 ,EOS: Rocks Work: Core processes docs review 5.2 Invoicing and general KC comments
,,,,,5/8/2017,L10 Meetings,2,,$200.00 ,$400.00 ,25,$300.00 ,EOS: L10 LT: L10 meeting and prep
,,,,,5/8/2017,L10 Meetings,1.25,,$200.00 ,$250.00 ,25,$187.50 ,EOS: L10 LT: L10 follow up
,,,,,5/10/2017,Wokring on Quarterly Rocks,1,,$200.00 ,$200.00 ,25,$150.00 ,EOS: Rocks Work: Catch-up on rocks
,,,,,5/10/2017,Wokring on Quarterly Rocks,1.5,,$200.00 ,$300.00 ,25,$225.00 ,EOS: Rocks Work: Rock's updates
,,,,,5/11/2017,L10 Meetings,2,,$200.00 ,$400.00 ,25,$300.00 ,EOS: L10 LT: F & A L10
,,,,,5/19/2017,Wokring on Quarterly Rocks,3,,$200.00 ,$600.00 ,25,$450.00 ,EOS: Rocks Review: Rocks review and progressing core process documentation
,,,,,5/22/2017,L10 Meetings,2.25,,$200.00 ,$450.00 ,25,$337.50 ,EOS: L10 LT: L10 and follow up on strategy session.
,,,,,5/26/2017,Wokring on Quarterly Rocks,2.25,,$200.00 ,$450.00 ,25,$337.50 ,EOS: Rocks Review: Core processes update and rock updates
,,,,,6/1/2017,Wokring on Quarterly Rocks,3,,$200.00 ,$600.00 ,25,$450.00 ,EOS: Rocks Work: EOS prep on core processes.
,,,,,6/1/2017,L10 Meetings,2,,$200.00 ,$400.00 ,25,$300.00 ,EOS: L10 F&A: F&A L10
,,,,,6/2/2017,L10 Meetings,6.5,,$200.00 ,"$1,300.00 ",25,$975.00 ,All Hands Meeting: L10 all hands Kevin time
,,,,,6/5/2017,Wokring on Quarterly Rocks,0.5,,$200.00 ,$100.00 ,25,$75.00 ,EOS: Rocks Work: Core processes
,,,,,6/5/2017,Wokring on Quarterly Rocks,6.5,,$200.00 ,"$1,300.00 ",25,$975.00 ,"EOS: Rocks Work: Document core processes for dashboards, follow up with people about their core processes."
,,,,,6/5/2017,Wokring on Quarterly Rocks,0.75,,$200.00 ,$150.00 ,25,$112.50 ,EOS: Rocks Work: Interview Kevin to document core process.
,,,,,6/6/2017,Wokring on Quarterly Rocks,1.5,,$200.00 ,$300.00 ,25,$225.00 ,EOS: Quarterly Meeting: Document annual plan and V/TO processes
,,,,,6/6/2017,Wokring on Quarterly Rocks,1,,$200.00 ,$200.00 ,25,$150.00 ,EOS: Rocks Work: Doc update on 6.2 product offering
,,,,,6/7/2017,Wokring on Quarterly Rocks,1,,$200.00 ,$200.00 ,25,$150.00 ,EOS: Rocks Work: Updates core process received.
,,,,,6/7/2017,Wokring on Quarterly Rocks,1.5,,$200.00 ,$300.00 ,25,$225.00 ,EOS: Rocks Work: Review final core processes to achieve rock.
,,,,,6/8/2017,Defining Prioritizing Rocks,7.75,,$200.00 ,"$1,550.00 ",25,"$1,162.50 ",EOS: Quarterly Meeting: EOS L10 meeting with Mark winters
,,,,,6/14/2017,L10 Meetings,1.5,,$200.00 ,$300.00 ,25,$225.00 ,EOS: L10 F&A: F&A L10
,,,,,6/23/2017,L10 Meetings,3.25,,$200.00 ,$650.00 ,25,$487.50 ,EOS: L10 LT: L10 transition meeting
,,,,,6/23/2017,Wokring on Quarterly Rocks,4.25,,$200.00 ,$850.00 ,25,$637.50 ,"EOS: Rocks Work: Traction rock work, transition items"
,,,,,6/30/2017,L10 Meetings,3,,$200.00 ,$600.00 ,25,$450.00 ,"EOS: L10 LT: L10, KC time  on people iss"
,,,,,7/6/2017,L10 Meetings,3.5,,$200.00 ,$700.00 ,25,$525.00 ,EOS: L10 F&A: F&A L10
,,,,,7/6/2017,Wokring on Quarterly Rocks,1,,$200.00 ,$200.00 ,25,$150.00 ,EOS: Rocks Work: Expense reimbursement policy for IC
,,,,,7/6/2017,Wokring on Quarterly Rocks,1.25,,$200.00 ,$250.00 ,25,$187.50 ,EOS: Rocks Work: Kevin integrator and close discussions
,,,,,7/12/2017,L10 Meetings,1,,$200.00 ,$200.00 ,25,$150.00 ,EOS: L10 F&A: F&A meeting time
,,,,,7/12/2017,L10 Meetings,2.5,,$200.00 ,$500.00 ,25,$375.00 ,EOS: L10 F&A: F&A L10 Extended meeting
,,,,,7/14/2017,L10 Meetings,3.25,,$200.00 ,$650.00 ,25,$487.50 ,EOS: L10 Extended LT: Extended LT meeting and Kevin time
,,,,,7/17/2017,Wokring on Quarterly Rocks,1,,$200.00 ,$200.00 ,25,$150.00 ,"EOS: Core Process Definition: Contract core process review with Mandi, Leslie, and Ashley"
,,,,,7/19/2017,L10 Meetings,1.25,,$200.00 ,$250.00 ,25,$187.50 ,EOS: L10 F&A: F&A L10
,,,,,7/20/2017,L10 Meetings,1.5,,$200.00 ,$300.00 ,25,$225.00 ,CEO Meeting: Kevin meeting and L10 meeting
,,,,,7/24/2017,L10 Meetings,1.5,,$200.00 ,$300.00 ,25,$225.00 ,EOS: L10 Extended LT: Extended leadership meeting and talk with Leslie about new cash projections
,,,,,8/7/2017,L10 Meetings,2,,$200.00 ,$400.00 ,25,$300.00 ,EOS: L10 F&A
,,,,,8/11/2017,L10 Meetings,1.5,,$200.00 ,$300.00 ,25,$225.00 ,EOS: L10 Extended LT: Extended leadership L10
,,,,,8/16/2017,L10 Meetings,0.75,,$200.00 ,$150.00 ,25,$112.50 ,EOS: All Hands lunch
,,,,,8/18/2017,L10 Meetings,2,,$200.00 ,$400.00 ,25,$300.00 ,EOS: All Hands
,,,,,8/24/2017,L10 Meetings,4,,$200.00 ,$800.00 ,25,$600.00 ,EOS: LT L10 extended leadership
,,,,,9/22/2017,L10 Meetings,2,,$200.00 ,$400.00 ,25,$300.00 ,EOS: L10 LT: LT meeting
,,,,,9/24/2017,Wokring on Quarterly Rocks,1.5,,$200.00 ,$300.00 ,25,$225.00 ,EOS: Rocks Review: EOS planning
,,,,,9/27/2017,L10 Meetings,1,,$200.00 ,$200.00 ,25,$150.00 ,EOS: L10 F&A: F and I L10 meeting
,,,,,9/28/2017,Wokring on Quarterly Rocks,2.25,,$200.00 ,$450.00 ,25,$337.50 ,EOS: Rocks Review: Prep for quarterly
,,,,,9/28/2017,Other,10,,$200.00 ,"$2,000.00 ",25,"$1,500.00 ",EOS: Quarterly Meeting: L10 offsite
,,,,,10/6/2017,Wokring on Quarterly Rocks,1,,$200.00 ,$200.00 ,25,$150.00 ,EOS: Core Process Definition: On boarding sub contractors
,,,,,10/13/2017,L10 Meetings,3.25,,$200.00 ,$650.00 ,25,$487.50 ,"All Hands Meeting: All Hands, meeting onboard Ben KC Time"
,,,,,3/7/2017,Defining Prioritizing Rocks,2,,$200.00 ,$400.00 ,25,$300.00 ,"KevinChrist overview of EOS and traction 	EOS: L10 LT"
,,,,,3/8/2017,L10 Meetings,2.5,,$200.00 ,$500.00 ,25,$375.00 ,"L10 meeting and discussions w Kevin about pto	EOS: L10 LT"
,,,,,3/13/2017,L10 Meetings,1,,$200.00 ,$200.00 ,25,$150.00 ,"L10 prep meeting	EOS: L10 LT"
,,,,,3/14/2017,L10 Meetings,2.5,,$200.00 ,$500.00 ,25,$375.00 ,"F and A L10	EOS: L10 F&A"
,,,,,3/17/2017,Wokring on Quarterly Rocks,1,,$200.00 ,$200.00 ,25,$150.00 ,EOS: Core Process Definition-Core process review for 3.1 Role definition
,,,,,3/20/2017,L10 Meetings,5,,$200.00 ,"$1,000.00 ",25,$750.00 ,EOS: L10 LT-PTO review and prep for L10 meeting
,,,,,3/21/2017,L10 Meetings,9.5,,$200.00 ,"$1,900.00 ",25,"$1,425.00 ",EOS: Quarterly Meeting-EOS session
,,,,,3/21/2017,Wokring on Quarterly Rocks,1.25,,$200.00 ,$250.00 ,25,$187.50 ,EOS: Rocks Work-Rocks setup for Q2
,,,,,3/22/2017,Wokring on Quarterly Rocks,1,,$200.00 ,$200.00 ,25,$150.00 ,EOS: Core Process Definition-Core process planning
,,,,,3/22/2017,L10 Meetings,2,,$200.00 ,$400.00 ,25,$300.00 ,EOS: L10 F&A-F&A L10 meeting
,,,,,3/22/2017,Wokring on Quarterly Rocks,0.5,,$200.00 ,$100.00 ,25,$75.00 ,EOS: Core Process Definition-Core process template edits
,,,,,3/27/2017,Wokring on Quarterly Rocks,1,,$200.00 ,$200.00 ,25,$150.00 ,EOS: Rocks Work-Rocks planning for LT
,,,,,3/27/2017,Wokring on Quarterly Rocks,2.5,,$200.00 ,$500.00 ,25,$375.00 ,EOS: Rocks Work-Rocks organization on Gantt chart
,,,,,3/30/2017,Wokring on Quarterly Rocks,1.25,,$200.00 ,$250.00 ,25,$187.50 ,EOS: Rocks Work-Rocks review and gantt update
,,,,,3/30/2017,L10 Meetings,1,,$200.00 ,$200.00 ,25,$150.00 ,EOS: L10 F&A-EOS F&A Issues and ToDo follow up.
,,,,,3/30/2017,Wokring on Quarterly Rocks,1,,$200.00 ,$200.00 ,25,$150.00 ,EOS: Core Process Definition-Core processes with John Kurth
,,,,,3/31/2017,L10 Meetings,2,,$200.00 ,$400.00 ,25,$300.00 ,EOS: L10 LT-LT L10
,,,,EOS - Traction Total,,,169.5,,,"$33,900.00 ",,"$25,425.00 ",
,,,,Goals and Planning Assessment,,,,,,,,,
,,,,,4/18/2017,Plan of Action Define and Prioritze,2.25,,$200.00 ,$450.00 ,25,$337.50 ,BonfCo: Heather Time: Bonfield budgets and working with Leslie on QBs
,,,,,3/28/2017,Review Results,1.5,,$200.00 ,$300.00 ,25,$225.00 ,QB: Bonfield Financials-Bonfield budget review
,,,,Goals and Planning Assessment Total,,,3.75,,,$750.00 ,,$562.50 ,
,,,,Initial Client Onboarding,,,,,,,,,
,,,,,5/9/2017,Diagnostic,5.75,,$200.00 ,"$1,150.00 ",25,$862.50 ,Diagnostics: Diagnostics
